"","S942","S955","S952","S962","S958","T895","T909","T911","T913","S956","T902","T906","T908","S959","S960","T894","T904","T907","T898","T901","S945","S951","T912","T910","T905","T903","S941","S954","T918","S957","S946","T893","T919","S944","T914","S947","T916","T900","T917","T897","T915"
"LRRC37A3",0,0,22,6,293,0,0,2,126,101,79,1,6,141,62,269,0,84,4,9,24,34,0,0,37,8,301,94,37,23,21,0,69,39,0,11,69,21,0,271,14
"VSIG10",0,11,6,8,192,5,6,3,214,96,173,289,8,156,41,500,0,447,10,11,40,2,2,14,10,31,220,337,126,67,68,8,73,17,43,20,109,69,0,75,38
"IRX5",0,0,17,0,18,1,0,1,6,0,11,0,0,2,0,23,0,90,0,2,13,0,0,0,11,2,11,3,7,10,7,0,10,11,0,0,0,7,0,0,0
"METRNL",0,2,23,2,458,2,23,14,1006,68,141,138,7,963,216,68,107,134,26,22,32,8,52,34,118,12,73,115,23,4,8,3,72,29,3,6,102,10,0,50,0
"FAM91A1",0,6,20,1,526,5,1,12,1351,188,137,4,3,659,108,348,37,317,4,52,68,10,0,5,147,40,487,486,118,64,49,68,106,122,7,108,361,84,2,370,7
"WSB2",0,17,7,3,233,3,7,2,799,138,156,145,1,872,176,567,26,464,2,80,38,108,12,22,75,41,846,539,70,62,13,154,135,88,15,51,630,19,0,742,2
"OR51G1",0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,24,0,0,12
"GRIN1",0,0,88,0,0,0,0,0,0,0,11,10,7,4,0,1,0,1,0,0,16,0,0,2,0,14,16,0,17,0,44,0,9,83,0,0,0,44,0,0,0
"SOX11",0,0,63,0,36,0,0,14,47,0,60,0,21,56,0,1,1,5,7,0,25,0,23,31,3,4,34,7,68,105,24,0,3,24,0,0,0,27,0,0,6
"TYMS",0,1,30,6,149,0,0,1,345,66,38,40,6,490,164,29,2,582,0,6,31,28,0,2,139,5,213,150,25,106,18,32,95,5,6,7,155,18,1,208,2
"OR51G2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,1,0,0,0,0,0,1,0,0,0
"PXMP2",0,0,0,0,10,2,0,0,21,14,30,3,0,34,6,60,0,62,0,0,4,0,0,0,0,2,26,10,8,1,5,0,29,5,0,6,26,5,0,12,0
"OR51A7",0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,1,0,3,0,6,0,0,0,0,0,0,6,0,0,0
"TCEANC",0,0,45,1,149,0,0,2,49,31,107,0,2,66,1,70,0,18,0,3,8,19,0,0,20,2,108,73,25,12,37,36,3,10,14,22,70,37,0,58,0
"OR51T1",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,11,0,3,4,4,0,2,20,0,0,0,4,0,0,0
"PNMA1",0,0,18,2,194,16,0,17,224,196,127,1,13,760,121,375,17,604,0,36,27,139,12,1,63,20,519,601,8,162,10,162,92,91,0,109,622,10,1,494,1
"OR51H1P",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,8,0,0,0,0,14,5,0,4,0,0,0,0,5,0,0,0,0,0,0,0
"C8orf4",2,0,0,0,33,0,0,2,34,4,52,2,1,52,0,114,3,80,0,0,2,0,0,8,38,0,7,43,8,0,37,0,8,43,0,176,1,40,0,2,0
"MAMSTR",0,0,0,7,60,2,0,17,75,45,80,245,7,61,50,22,0,38,4,14,17,34,4,0,60,2,79,44,18,31,2,4,115,38,0,32,87,2,0,69,0
"C18orf56",0,0,1,0,3,0,0,0,28,6,11,2,0,24,1,7,0,60,1,0,7,0,0,0,21,5,29,9,4,16,0,12,20,10,0,0,6,0,0,18,0
"ANKLE2",10,46,36,109,774,18,14,34,1993,617,421,584,25,1637,1204,957,284,1187,48,144,58,448,58,116,223,115,1326,1055,113,182,50,205,714,265,60,226,987,61,19,1114,23
"C8G",0,0,2,0,4,0,0,1,7,0,10,0,2,6,0,4,0,1,0,0,14,0,0,0,2,1,6,2,2,0,6,0,3,30,0,0,2,6,0,3,0
"FUT2",0,2,6,0,143,2,0,0,39,41,59,16,0,57,70,33,0,1,0,0,11,3,0,0,21,4,173,83,11,48,13,54,19,8,0,53,87,14,0,143,0
"OR51S1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,4,0,30,0,0,12,0,0,0,30,0,0,0
"OR51F2",0,0,0,0,0,0,0,0,0,1,12,0,12,0,0,0,0,4,8,0,0,0,0,0,0,2,12,0,8,0,6,0,0,0,0,0,0,6,0,0,0
"EFCAB5",0,0,57,0,3,6,0,1,10,2,83,1,2,46,2,25,0,53,1,0,26,0,6,0,0,19,70,13,133,8,18,8,0,94,0,6,10,34,0,7,5
"GCNT4",0,2,17,1,42,2,1,0,22,10,33,0,0,70,8,101,0,59,4,0,4,0,0,1,0,11,20,49,27,7,5,1,0,41,0,0,20,5,1,4,0
"OR52R1",0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,22,0,11,0,0,0,0,1,0,0,0,0,0,0,0
"MUC20",6,10,27,0,203,0,0,0,54,161,135,550,0,22,13,249,2,148,4,32,38,168,0,60,12,13,370,15,66,50,46,183,53,56,1,91,45,52,0,288,22
"THAP4",0,4,24,0,179,3,0,1,176,78,38,105,12,104,72,67,33,146,1,3,12,44,0,0,24,14,170,736,36,39,18,15,32,43,5,25,211,22,0,143,1
"NFATC2IP",2,1,49,1,496,0,0,11,827,412,221,207,9,774,316,516,19,494,5,37,52,42,7,82,309,22,585,608,54,170,15,116,73,56,23,86,498,15,0,501,2
"LY6H",0,0,0,0,0,0,0,18,8,46,6,30,0,0,6,4,0,2,1,0,1,732,0,764,0,0,522,2587,6,746,7,56,24,10,0,258,634,7,0,516,0
"FIBIN",0,0,6,0,222,0,0,32,693,49,78,1,2,508,273,238,4,23,4,112,18,7,14,0,304,4,218,0,17,37,20,21,159,69,4,14,290,20,5,194,0
"FAM89B",0,0,0,1,49,0,0,19,54,22,36,62,0,75,34,68,0,93,1,13,1,37,10,0,37,0,97,34,2,22,2,2,38,1,1,4,106,2,0,89,0
"SHMT1",0,1,25,1,329,2,0,14,130,74,45,3,6,181,86,426,56,611,19,4,21,10,0,0,67,29,132,80,48,54,34,5,30,106,2,8,150,37,3,71,18
"DPP7",0,2,9,5,262,13,10,7,455,41,115,152,3,162,267,369,63,361,14,7,8,98,1,1,381,18,401,672,25,102,13,88,201,41,2,39,279,13,0,382,0
"TRIM60",0,0,0,0,6,0,0,2,0,0,7,0,0,4,0,4,0,2,4,6,3,0,4,0,0,0,5,0,5,0,8,0,0,37,0,0,0,8,0,0,0
"AP000679.2",0,0,8,0,30,0,0,0,1,2,5,0,0,10,0,0,0,2,8,0,0,0,0,0,0,2,1,2,2,0,9,0,0,0,0,0,0,9,0,0,12
"SEC24C",5,35,44,11,647,4,0,8,698,429,208,343,6,701,440,624,2,782,10,127,73,116,1,2,186,57,1105,1353,75,218,17,99,179,171,6,131,1369,17,0,1002,4
"FMR1NB",0,0,0,0,3,0,0,29,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,11,0,0,0,8,0,1,11,0,0,0
"SMCR8",0,3,34,2,600,0,0,0,179,126,40,16,1,251,142,332,0,346,14,19,9,16,0,13,199,24,279,377,28,102,34,10,66,21,1,42,338,34,1,261,1
"MTHFR",0,7,60,9,517,1,0,63,230,241,500,107,23,1145,238,526,52,757,5,207,40,97,7,50,672,23,519,646,26,141,56,170,263,107,5,59,878,58,13,471,13
"DEFB104B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf18",0,0,0,0,29,0,0,0,1,13,8,0,0,11,1,0,0,13,0,0,10,0,0,0,1,0,23,20,10,0,0,0,4,12,0,0,4,0,0,21,0
"DEAF1",0,0,18,2,204,6,0,28,422,149,88,133,3,484,106,175,31,227,11,51,20,27,2,16,69,10,329,453,9,99,34,92,116,64,9,55,195,34,0,286,0
"MTX3",0,1,26,0,388,0,0,18,578,180,130,1,2,494,20,213,0,226,0,37,23,12,0,19,74,25,372,190,19,55,8,30,35,22,1,18,181,8,0,315,1
"TMEM80",0,0,21,2,288,0,0,17,236,178,51,95,0,222,70,202,19,120,1,74,23,26,5,1,90,16,296,233,16,39,12,100,33,40,0,15,182,12,0,283,0
"SIX5",6,0,4,2,348,12,6,2,237,140,176,163,0,236,166,259,22,278,1,64,40,139,8,0,141,12,443,747,11,231,18,175,93,27,0,141,418,18,12,436,6
"IFNW1",0,0,20,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,6,0,0,0,0,0,10,0,6,0,0,0,0,12,0,0,0,0,0,0,0
"FBXO46",0,0,10,0,252,4,0,1,231,191,140,106,7,241,197,200,48,362,0,62,13,55,14,23,106,15,229,252,18,81,20,8,177,58,13,47,152,20,0,170,0
"ZDHHC13",0,11,33,1,159,4,0,2,199,39,109,7,7,98,63,128,0,169,7,2,30,26,6,1,30,48,181,40,68,7,48,0,13,141,17,4,50,70,0,108,1
"SLC38A9",0,7,75,11,304,0,2,20,360,117,286,7,20,404,75,172,32,167,20,46,35,26,6,1,55,14,245,191,82,124,21,27,36,16,2,20,154,23,2,168,4
"ACER2",1,1,18,0,62,0,2,0,9,19,64,90,4,2,0,55,0,39,0,2,5,2,0,0,2,26,112,53,24,20,18,0,0,42,2,18,127,22,0,67,2
"WDR73",0,3,43,4,809,2,0,2,317,365,213,100,8,622,293,707,28,593,8,58,29,71,0,8,356,22,742,806,19,79,42,119,35,73,16,35,597,42,15,699,1
"POLE",1,1,86,18,570,1,0,63,758,496,236,143,15,1365,325,749,11,1747,25,26,51,50,19,84,120,15,485,561,99,170,73,118,412,204,2,92,344,99,6,379,9
"FAM109B",0,4,13,0,219,0,2,0,161,119,119,62,5,173,65,140,10,258,2,20,12,2,2,0,128,4,99,86,6,15,7,12,66,42,1,6,150,11,0,86,12
"SCN4B",0,0,20,0,196,0,0,2,40,16,41,32,1,124,78,578,13,317,8,1,10,12,1,6,36,22,475,209,27,99,16,36,13,57,0,1,1167,16,0,442,0
"DSCAML1",0,0,46,8,27,0,0,15,0,501,14,24,1,0,0,29,0,5,6,0,32,55,0,40,3,0,389,104,28,63,29,18,18,128,7,14,94,32,0,360,0
"RHOG",0,12,1,1,139,0,0,1,272,64,63,38,2,159,128,96,52,187,0,8,28,0,16,0,97,17,154,106,11,52,1,64,39,18,1,20,300,1,0,130,0
"EPS8L2",0,14,35,0,164,13,4,1,274,68,129,147,5,51,38,147,0,27,0,41,58,0,15,5,94,52,111,36,83,11,66,12,30,60,18,0,16,68,0,9,0
"ZDHHC22",0,6,16,0,7,1,0,0,0,2,22,0,1,1,0,5,0,4,4,0,21,0,1,0,0,11,8,0,16,12,25,0,0,34,0,0,0,25,0,0,10
"ANO6",2,17,49,13,1351,24,6,123,1492,970,443,284,9,1292,348,1516,6,1233,6,114,62,102,7,133,160,73,669,740,102,79,36,102,407,186,36,75,827,43,5,574,3
"ZBTB34",0,5,29,0,337,10,0,0,365,126,95,3,6,388,111,239,1,142,0,114,38,1,12,1,96,29,271,240,25,37,14,8,52,63,31,5,135,19,2,216,0
"FAM9B",0,0,34,0,7,0,0,0,0,4,23,20,0,0,0,1,0,1,4,0,37,5,0,0,0,0,113,13,39,8,36,0,0,56,8,0,1,56,0,51,8
"CETN1",0,0,11,0,0,0,0,1,0,0,5,0,0,12,0,0,0,0,0,0,2,0,6,0,0,4,15,0,3,0,9,0,0,0,0,0,0,9,0,0,10
"FAM210A",0,12,9,0,99,2,0,5,221,74,47,75,14,198,39,64,4,87,0,26,33,8,0,1,61,19,176,102,52,21,15,35,32,75,1,18,86,15,0,99,11
"OR2T35",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"TALDO1",1,68,19,6,231,9,2,1,277,84,171,22,5,191,33,161,0,159,0,25,49,1,5,29,47,97,227,165,173,58,51,64,48,56,33,18,145,53,0,102,1
"ULK1",0,0,15,7,813,8,13,5,747,745,213,711,4,1015,361,738,318,1077,33,62,15,360,10,65,213,22,992,1826,22,379,59,186,418,116,16,132,820,59,1,959,0
"OR14C36",0,0,14,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,19,4,10,0,1,0,1,0,0,10,0,0,0
"RIMKLA",4,0,46,8,33,10,0,20,4,29,120,7,29,0,4,70,0,82,1,0,16,2,0,0,0,23,145,12,26,10,39,0,9,107,22,0,56,39,0,101,8
"CLVS1",0,0,41,0,50,0,0,26,508,9,69,0,4,68,0,43,0,40,0,24,51,0,0,22,8,10,110,43,45,12,39,6,5,81,0,12,26,54,0,59,0
"OR2M7",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,2,9,0,2,0,9,0,0,30,0,6,0,9,0,0,0
"RPS6KA3",1,7,41,1,1574,4,0,20,1379,264,157,10,3,624,248,1638,39,1400,6,113,49,47,8,2,272,21,821,415,71,48,81,78,60,177,7,2,276,84,1,723,11
"B3GNT8",0,0,12,0,64,0,0,0,11,35,19,4,9,34,22,38,0,54,0,13,8,26,0,0,2,0,47,60,17,22,0,6,34,6,0,7,22,0,0,27,0
"PUS1",0,0,8,4,94,0,4,8,346,51,67,74,0,222,126,97,0,88,0,9,16,28,0,0,40,6,119,136,8,9,5,12,64,45,1,17,71,5,0,96,4
"CHD9",3,9,100,2,2075,3,1,2,1746,1180,536,150,31,2774,13,1101,1,748,6,715,84,110,13,45,454,37,2608,2277,174,460,24,259,153,80,43,176,1525,36,5,2458,6
"OR2T12",0,0,4,1,0,6,0,0,1,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,6,1,0,0,0,14,0,2,24,0,0,0,14,0,0,0
"SPACA4",0,0,24,0,2,0,0,0,0,0,4,0,0,9,0,0,0,0,1,0,0,0,0,0,0,4,3,0,6,0,0,0,2,0,0,0,0,0,0,0,0
"OR2T33",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,5,0,0,0,0,8,0,0,0,0,0,0,0
"PDDC1",0,21,30,12,676,14,0,33,684,548,254,407,7,1440,1105,618,267,876,20,78,11,796,77,127,268,42,1438,1033,30,399,23,575,533,113,44,226,1625,31,0,1387,0
"C10orf85",0,0,0,4,2,0,0,0,19,5,4,0,0,11,44,81,0,7,4,2,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,8,0,0,0
"TRIM72",0,0,24,0,3,0,0,0,0,0,18,0,0,4,0,1,0,0,1,10,11,0,0,1,0,2,2,0,6,0,8,0,4,39,0,0,0,8,0,0,0
"MAN1B1",1,2,109,9,625,15,0,16,1384,185,213,99,3,952,661,523,157,300,5,57,23,128,0,89,490,36,407,578,35,90,23,92,197,65,9,31,305,49,6,351,10
"DEFB103B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB4B",0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNA3",0,0,22,0,23,0,0,0,11,5,38,0,12,13,0,9,24,10,1,6,4,0,0,28,6,0,36,35,20,0,10,0,43,32,24,0,43,16,0,10,19
"OR2AJ1",0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,4,0,12,0,1,12,0,4,0,12,0,0,0
"FZD8",0,0,0,1,110,0,1,0,214,5,42,20,0,24,32,16,1,52,8,30,5,17,1,56,80,0,195,132,0,106,6,67,456,11,1,125,943,6,0,186,0
"GJD4",0,0,0,0,6,0,0,0,2,0,13,0,6,2,0,1,0,0,0,0,6,0,0,0,0,0,1,1,6,0,1,0,0,28,0,0,0,1,0,0,0
"FBXO39",0,0,28,0,20,0,0,45,0,4,19,0,0,10,0,14,22,3,6,0,1,0,0,0,57,11,12,9,15,2,0,0,2,50,0,4,6,0,0,0,0
"CLDN22",4,0,16,4,44,0,0,12,38,10,7,0,0,17,6,21,0,3,0,19,17,0,0,0,0,0,23,19,12,1,2,0,1,18,0,0,24,2,0,4,0
"KCNA2",0,0,34,0,20,0,0,0,0,4,19,0,1,0,0,18,0,32,0,0,20,6,0,0,0,0,96,19,10,35,19,20,9,9,0,27,12,19,0,37,0
"TOP3A",0,1,19,0,792,2,1,2,321,178,125,120,5,860,373,617,13,1148,10,46,36,50,2,8,392,26,384,446,49,120,99,92,131,53,13,77,332,109,1,332,7
"CASKIN2",0,1,36,12,165,0,6,2,236,199,89,309,4,354,97,381,12,474,2,32,19,22,0,28,113,25,303,727,18,104,39,73,154,58,1,97,455,41,0,280,2
"ZBTB38",0,13,59,1,897,7,1,11,1806,1019,648,363,48,539,168,1201,1,610,3,189,108,51,1,8,403,45,1226,705,164,92,62,240,61,137,14,115,1096,69,4,1078,9
"BEND2",0,0,14,1,0,3,0,0,0,0,29,0,10,0,6,0,0,1,0,0,8,0,0,0,0,3,59,0,11,0,25,0,2,14,0,0,0,25,0,0,13
"C8orf31",0,0,8,1,81,1,0,1,27,7,10,0,2,32,0,21,1,55,1,10,7,0,0,0,8,1,39,10,15,1,17,0,4,40,0,1,33,17,0,23,3
"AC024940.1",0,0,6,0,10,0,0,0,18,261,101,197,8,1,2,15,0,30,1,0,19,0,2,0,3,0,21,6,4,6,24,0,138,49,0,0,9,29,0,9,0
"CCDC71",0,1,9,0,99,0,0,7,159,39,30,19,0,53,38,100,1,85,0,54,14,28,0,0,56,2,70,172,12,12,3,0,22,3,16,13,122,3,0,61,1
"C10orf71",0,8,74,2,14,0,0,11,0,0,5,28,4,0,0,81,0,1,0,0,19,0,0,0,2,8,15,7,26,0,16,0,6,56,0,0,1,22,0,0,6
"LRRN4CL",6,0,20,0,113,0,0,12,118,141,52,2,6,23,34,72,18,205,2,116,1,358,4,64,190,4,835,549,13,193,10,580,22,38,0,115,1308,26,0,815,0
"TIMM22",0,1,28,0,171,3,1,0,160,106,30,70,6,112,24,149,0,155,0,16,22,38,0,10,72,13,267,383,16,72,14,50,23,49,1,28,292,28,1,254,0
"HIC1",3,0,19,16,800,12,27,40,377,450,100,243,9,239,250,194,312,234,3,110,9,851,14,220,136,24,1687,4808,4,776,19,1023,147,5,0,406,3439,28,4,1657,0
"PPFIA3",0,0,24,0,19,0,0,3,65,37,156,30,16,182,85,24,18,67,14,0,39,14,1,30,13,8,101,71,28,31,19,16,89,100,0,23,45,27,0,64,8
"MAGEF1",0,0,25,0,131,0,0,9,262,80,102,120,1,138,154,98,2,201,0,81,5,30,0,16,0,7,204,128,14,26,5,29,39,49,0,14,184,5,0,172,1
"UMODL1",0,0,38,0,4,0,0,9,0,0,75,14,6,0,120,29,0,3,1,0,22,0,0,0,0,1,20,0,43,4,22,0,0,43,0,0,1,22,1,0,3
"SAMD9L",0,11,37,2,826,8,0,2,1419,68,247,0,3,755,81,242,0,382,4,97,50,15,18,0,69,39,820,335,91,72,31,42,28,50,12,9,499,31,2,693,2
"UBE2U",0,0,10,0,2,1,0,0,0,0,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,6,1,3,0,18,0,0,0,0,0,1,18,0,0,0
"PAWR",0,11,15,9,250,7,0,21,671,835,465,224,23,673,248,2460,4,1166,4,133,65,19,5,0,4,45,595,274,129,40,47,111,77,104,3,34,335,52,4,496,3
"TGIF1",1,12,89,4,239,2,1,1,556,94,278,82,7,157,110,110,1,201,13,49,42,11,3,9,99,23,132,80,65,38,66,24,69,194,1,14,108,82,1,69,21
"MIEF2",0,2,14,0,146,0,0,0,49,28,45,129,5,115,42,178,3,227,2,9,11,52,4,0,16,4,177,190,15,69,36,84,57,71,2,18,180,36,0,135,0
"NAP1L5",0,0,21,0,51,0,0,0,63,29,13,130,0,78,10,36,0,62,2,4,6,16,0,0,16,10,172,114,1,10,15,24,2,11,8,2,77,15,0,160,14
"NIM1",0,0,60,0,11,1,0,72,15,7,57,0,32,1,0,44,26,16,0,8,25,20,0,0,4,15,45,32,28,17,15,0,0,4,6,8,24,15,12,23,18
"CD19",0,8,38,1,1,0,0,16,7,1,34,0,0,1,0,4,0,6,4,0,21,6,0,0,0,18,14,1,12,0,19,0,0,51,0,0,0,19,0,0,0
"C8orf47",0,0,0,0,21,1,0,1,13,4,7,0,0,0,0,3,1,0,0,0,1,0,0,0,0,9,9,0,2,0,12,0,2,33,0,0,0,18,0,0,0
"OR2T8",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0
"NR2C2",1,0,36,10,608,3,0,61,525,273,191,300,10,355,348,569,22,480,23,63,38,105,0,6,139,16,536,655,53,56,50,110,123,61,20,79,496,56,0,441,0
"GPR4",0,0,4,0,16,0,0,0,51,6,46,0,0,51,6,19,17,31,0,22,26,8,0,24,33,4,34,59,41,2,28,0,14,58,0,11,4,28,0,1,0
"ACOT4",0,0,5,0,59,0,0,24,24,5,40,0,0,7,1,81,0,22,4,20,9,0,0,0,10,0,22,26,4,0,0,7,0,0,0,0,8,0,8,0,0
"OLIG3",0,0,13,0,2,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,26,0,7,0,10,0,0,23,0,0,0,16,0,0,0
"PTRF",1,50,108,17,1871,32,27,544,4189,1764,1566,2230,57,3332,1810,2952,79,3347,14,2157,47,219,75,109,584,111,1864,1614,163,359,36,260,390,365,62,244,3754,40,1,1687,6
"OR2G3",0,0,0,0,4,0,0,0,0,0,10,0,2,4,0,0,0,0,0,0,11,24,0,0,0,6,6,0,22,0,24,0,0,0,0,0,0,24,0,0,0
"ARIH2",4,10,21,4,1609,11,0,25,1053,524,309,388,10,772,588,1133,32,721,4,124,33,164,26,28,553,42,1428,942,57,151,44,126,298,116,17,150,963,50,1,1315,2
"RBM44",0,0,6,1,36,0,0,1,5,2,18,0,0,31,12,37,0,9,0,1,20,12,0,34,0,6,94,22,10,3,16,0,0,44,4,0,28,16,0,44,1
"ZBTB33",0,11,5,1,341,0,0,15,485,50,103,29,0,320,52,163,0,65,6,34,23,13,2,1,56,18,184,140,34,17,16,11,15,47,5,16,83,16,0,131,2
"OR2G2",0,0,10,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,6,0,0,4,0,0,0,6,0,0,0
"ZBED2",0,4,8,4,0,5,1,0,5,0,44,0,4,17,0,10,0,0,12,3,28,0,0,1,0,28,24,8,11,13,17,1,3,69,10,0,8,33,0,8,0
"VCX2",0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,6,0,0,0
"IRX3",0,0,36,3,47,0,0,36,75,14,6,1,7,24,6,24,0,98,0,0,25,0,4,1,16,8,4,8,12,80,12,0,28,55,0,1,0,12,0,0,0
"ST8SIA3",0,0,16,1,1,0,0,0,0,0,72,0,19,0,0,0,0,1,9,0,50,0,0,0,0,10,68,0,45,11,27,0,6,43,0,0,0,27,0,0,0
"RPRM",0,0,21,0,2,0,0,0,0,186,33,192,7,406,17,24,0,103,0,0,14,0,4,0,4,4,65,0,10,24,2,12,7,0,0,0,16,18,0,54,0
"OR2B11",0,0,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,8,5,0,0,0,20,0,0,0,0,0,0,0
"SLC25A22",0,1,18,2,296,1,4,46,403,52,100,70,4,321,131,56,12,111,0,33,36,97,1,0,101,17,315,411,16,129,40,89,110,76,10,84,388,48,2,309,0
"RABEP2",0,0,22,6,276,1,2,26,241,57,84,61,1,234,83,89,16,100,4,13,14,17,0,43,50,14,253,285,18,97,13,48,73,28,5,25,307,13,0,210,22
"NHLH2",0,0,48,5,10,0,0,42,0,0,30,0,7,0,42,136,0,125,0,0,4,0,8,14,0,1,41,0,6,6,37,0,5,10,0,0,0,47,0,2,10
"ATOX1",0,0,25,2,216,3,0,14,250,90,137,1,0,260,41,174,2,85,0,36,14,16,4,13,24,5,217,146,43,44,18,35,14,42,2,44,189,21,0,167,25
"FAM187B",0,0,1,0,2,0,0,10,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBL1XR1",7,48,74,0,1162,18,3,12,5441,901,358,210,22,2599,652,1069,27,835,14,353,128,148,20,15,227,150,1531,640,209,67,53,258,201,59,60,72,958,74,2,1249,1
"SAMD12",0,3,12,4,13,1,0,18,14,2,149,0,20,9,0,20,1,26,0,20,22,19,4,1,0,18,240,113,79,57,21,0,10,136,1,1,135,33,0,87,7
"CD163",0,0,19,0,297,12,0,16,1567,17,389,187,10,278,20,119,84,88,18,62,47,18,8,16,161,37,229,93,67,3,24,8,18,28,6,0,398,38,4,190,1
"C18orf32",0,0,0,0,2,0,0,0,6,9,8,0,0,2,6,8,0,4,0,2,1,13,0,0,11,0,15,14,9,14,0,14,15,0,0,2,29,0,0,12,0
"PIDD",1,10,33,8,363,0,0,17,171,209,144,172,19,494,227,115,63,533,8,24,17,231,8,64,119,20,590,601,17,374,74,192,163,47,0,94,715,74,0,565,0
"AL355390.1",0,0,0,0,4,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0
"ZNF491",0,0,12,0,86,0,0,0,72,33,34,11,1,87,15,204,0,45,0,14,2,0,2,26,18,5,90,74,26,4,9,0,3,5,8,4,37,9,0,73,0
"RPLP2",3,74,51,8,1047,46,2,34,1764,452,446,580,8,1116,904,759,50,756,6,200,48,180,48,54,505,172,660,1178,195,262,45,137,803,322,52,140,1003,52,4,487,6
"GSG2",0,0,4,4,36,0,0,6,40,7,8,16,13,19,50,53,12,28,0,4,17,0,0,12,2,4,2,34,6,0,5,0,10,16,0,4,8,5,0,0,0
"JUN",0,13,55,17,1242,3,11,75,2941,438,1066,410,23,1862,1242,1111,59,928,5,366,21,20,247,39,1910,17,153,195,24,72,31,30,381,364,16,19,279,38,1,119,3
"CSTF2T",0,11,10,4,410,9,0,1,243,215,111,267,0,181,112,466,3,230,4,37,6,73,1,1,116,21,577,317,28,44,29,118,94,38,2,68,548,32,2,531,0
"PGBD5",0,4,8,0,18,0,0,1,10,13,12,0,0,5,25,36,11,12,1,0,16,4,0,0,21,16,30,0,14,13,5,0,21,21,0,0,8,11,0,4,4
"C12orf54",0,0,8,0,6,0,0,1,1,6,24,0,0,0,0,25,0,36,0,1,5,0,0,0,0,1,21,14,24,11,8,0,11,22,0,0,12,8,0,13,4
"GBA",1,9,31,2,149,3,0,18,309,41,106,68,21,181,59,204,1,153,4,32,23,8,1,10,135,32,161,228,63,66,35,39,32,53,16,31,228,37,0,100,10
"ACAD9",1,10,19,1,327,17,0,1,247,192,229,132,15,444,176,411,3,401,3,14,24,82,1,0,76,45,382,377,39,59,36,89,124,55,6,59,246,44,2,333,3
"IL17RA",0,1,42,3,234,2,7,0,761,84,123,33,10,260,18,282,56,269,8,103,38,12,7,13,128,17,197,654,30,43,12,9,55,97,1,5,391,18,3,162,4
